id,flight_id,pour_no,whiskey_id,rating,profiness,viscocity,complexity,finish_duration,created_at,updated_at,deleted_at
500,410,1,1634,"8.30","3.00","5.50","7.00","8.00",2025-04-19 01:30:11,2025-04-19 01:30:11,
501,411,1,2084,"7.00","6.50","5.50","6.50","6.50",2025-04-19 01:50:29,2025-04-19 01:50:29,
502,412,1,1779,"6.50","1.00","6.50","6.00","4.00",2025-04-19 16:20:10,2025-04-19 16:20:10,
503,413,1,2836,"2.10",,,,,2025-04-21 06:51:59,2025-04-21 06:51:59,
504,414,1,2783,"1.50",,,,,2025-04-21 06:52:35,2025-04-21 06:52:35,
505,415,1,2323,"4.00",,,,,2025-04-21 07:19:30,2025-04-21 07:19:30,
506,416,1,2323,"2.60",,,,,2025-04-21 07:19:31,2025-04-21 07:19:31,
507,417,1,458,"3.00",,,,,2025-04-21 07:25:20,2025-04-21 07:25:20,
508,417,2,471,"3.30",,,,,2025-04-21 07:25:20,2025-04-21 07:25:20,
509,418,1,458,"3.00",,,,,2025-04-21 07:25:26,2025-04-21 07:25:26,
510,418,2,471,"2.70",,,,,2025-04-21 07:25:26,2025-04-21 07:25:26,
511,419,1,1634,"3.80",,,,,2025-04-21 07:26:24,2025-04-21 07:26:24,
512,419,2,1135,"3.60",,,,,2025-04-21 07:26:24,2025-04-21 07:26:24,
513,420,1,2954,"2.70",,,,,2025-04-21 07:27:49,2025-04-21 07:27:49,
514,420,2,2215,"3.60",,,,,2025-04-21 07:27:49,2025-04-21 07:27:49,
515,421,1,2954,"3.40",,,,,2025-04-21 07:28:29,2025-04-21 07:28:29,
516,421,2,2783,"2.80",,,,,2025-04-21 07:28:29,2025-04-21 07:28:29,
517,422,1,2836,"3.00",,,,,2025-04-21 08:20:43,2025-04-21 08:20:43,
518,423,1,2954,"2.60","3.90","3.50","2.30","4.80",2025-04-21 13:43:36,2025-04-21 13:43:36,
519,423,2,1451,"4.10","3.70","4.20","3.80","4.80",2025-04-21 13:43:36,2025-04-21 13:43:36,
520,424,1,2783,"3.40","4.40","3.20","3.40","4.00",2025-04-22 06:24:42,2025-04-22 06:24:42,
521,425,1,1298,"3.40","4.30","7.00","7.70","7.00",2025-04-22 07:05:43,2025-04-22 07:05:43,
526,427,1,1316,"6.50",,,,,2025-04-23 12:28:08,2025-04-23 12:28:08,
527,428,1,2323,"2.90",,,,,2025-04-23 12:50:13,2025-04-23 12:50:13,
528,429,1,2323,"7.70",,,,,2025-04-23 12:51:11,2025-04-23 12:51:11,
529,430,1,2568,"6.60",,,,,2025-04-24 00:27:17,2025-04-24 00:27:17,
559,447,1,840,"6.80","5.00","6.00","6.00","6.00",2025-04-24 23:21:05,2025-04-24 23:21:05,
567,455,1,840,"6.70","3.00","5.50","7.00","6.50",2025-04-25 22:51:03,2025-04-25 22:51:03,
568,456,1,1183,"7.80","6.50","7.00","7.00","7.40",2025-04-25 23:08:55,2025-04-25 23:08:55,
569,457,1,868,"7.80","5.50","6.50","7.00","5.50",2025-04-25 23:44:41,2025-04-25 23:44:41,
570,458,1,1589,"9.80","4.00","9.50","8.50","9.00",2025-04-26 00:19:44,2025-04-26 00:19:44,
571,459,1,1242,"8.70","7.00","8.50","8.50","8.50",2025-04-26 00:40:22,2025-04-26 00:40:22,
572,460,1,2973,"7.10","6.10","7.20","7.30","7.40",2025-04-27 03:07:20,2025-04-27 03:07:20,
598,477,1,2783,"3.50",,,,,2025-04-28 09:49:23,2025-04-28 09:49:23,
600,479,1,2954,"3.80",,,,,2025-04-28 09:55:03,2025-04-28 09:55:03,
602,481,1,2836,"4.10",,,,,2025-04-28 09:58:45,2025-04-28 09:58:45,
615,488,1,411,"4.40",,,,,2025-04-28 10:20:19,2025-04-28 10:20:19,
616,489,1,2954,"3.20",,,,,2025-04-28 11:37:55,2025-04-28 11:37:55,
617,489,2,2958,"3.60",,,,,2025-04-28 11:37:55,2025-04-28 11:37:55,
618,489,3,2957,"3.10",,,,,2025-04-28 11:37:55,2025-04-28 11:37:55,
622,492,1,2836,"3.50",,,,,2025-04-28 13:29:56,2025-04-28 13:29:56,
623,492,2,2954,"3.80",,,,,2025-04-28 13:29:56,2025-04-28 13:29:56,
624,492,3,823,"4.30",,,,,2025-04-28 13:29:56,2025-04-28 13:29:56,
625,492,4,1135,"4.70",,,,,2025-04-28 13:29:56,2025-04-28 13:29:56,
626,493,1,2783,"10.00",,,,,2025-04-30 05:19:14,2025-04-30 05:19:14,
634,501,1,1487,"10.00",,,,,2025-04-30 06:29:08,2025-04-30 06:29:08,
643,509,1,471,"10.00",,,,,2025-04-30 07:47:59,2025-04-30 07:47:59,
644,510,1,52,"10.00","10.00","10.00","9.90","10.00",2025-04-30 07:53:23,2025-04-30 07:53:23,
656,522,1,2929,"5.70",,,"9.90",,2025-04-30 11:51:52,2025-04-30 11:51:52,
657,523,1,646,"7.00",,,,"7.80",2025-04-30 12:33:22,2025-04-30 12:33:22,
664,530,1,456,"7.60","6.00","6.00","6.00","6.50",2025-05-02 00:29:58,2025-05-02 00:29:58,
666,532,1,2568,"6.60","5.50","5.50","5.50","4.50",2025-05-02 23:15:53,2025-05-02 23:15:53,
667,533,1,836,"7.20",,,,,2025-05-03 01:28:53,2025-05-03 01:28:53,
668,534,1,2228,"8.40","3.00","7.50","7.50","6.50",2025-05-03 01:40:45,2025-05-03 01:40:45,
669,535,1,2634,"6.80","4.00","6.00","6.00","6.00",2025-05-03 23:22:10,2025-05-03 23:22:10,
670,536,1,545,"5.80","4.50","5.50","5.00","5.00",2025-05-03 23:36:24,2025-05-03 23:36:24,
671,536,2,2631,"5.50","5.30","5.30","5.30","6.00",2025-05-03 23:36:24,2025-05-03 23:36:24,
672,536,3,854,"5.40","5.50","5.50","6.00","6.00",2025-05-03 23:36:24,2025-05-03 23:36:24,
673,536,4,1486,"5.60","5.00","5.30","5.30","5.40",2025-05-03 23:36:24,2025-05-03 23:36:24,
674,537,1,2885,"7.80","6.50","7.50","9.50","7.50",2025-05-04 00:20:35,2025-05-04 00:20:35,
675,538,1,1911,"7.00","6.00","6.50","7.00","6.50",2025-05-04 00:42:38,2025-05-04 00:42:38,
676,539,1,840,"6.90","4.50","6.70","6.70","7.50",2025-05-05 00:26:59,2025-05-05 00:26:59,
677,539,2,2157,"6.50","5.90","5.40","5.20","5.70",2025-05-05 00:26:59,2025-05-05 00:26:59,
678,539,3,456,"6.80","6.50","6.50","6.90","6.30",2025-05-05 00:26:59,2025-05-05 00:26:59,
679,539,4,836,"7.10","5.80","5.90","6.40","6.70",2025-05-05 00:26:59,2025-05-05 00:26:59,
680,540,1,1586,"8.60","5.50","7.00","9.00","7.50",2025-05-05 00:46:38,2025-05-05 00:46:38,
681,541,1,2562,"8.50","3.00","4.00","7.00","5.50",2025-05-05 01:22:01,2025-05-05 01:22:01,
682,542,1,453,"8.20","5.50","7.50","7.00","8.00",2025-05-05 02:07:32,2025-05-05 02:07:32,
690,550,1,2958,"4.90",,,,,2025-05-06 08:01:07,2025-05-06 08:01:07,
693,553,1,2928,"4.80",,,,,2025-05-06 08:09:29,2025-05-06 08:09:29,
698,557,1,2323,"4.20",,,,,2025-05-06 08:18:30,2025-05-06 08:18:30,
699,557,2,471,"9.90",,,,,2025-05-06 08:18:30,2025-05-06 08:18:30,
700,557,3,435,"5.30",,,,,2025-05-06 08:18:30,2025-05-06 08:18:30,
701,558,1,2954,"5.30",,,,,2025-05-06 08:19:34,2025-05-06 08:19:34,
702,558,2,2836,"2.10",,,,,2025-05-06 08:19:34,2025-05-06 08:19:34,
703,558,3,2928,"5.20",,,,,2025-05-06 08:19:34,2025-05-06 08:19:34,
704,558,4,2924,"6.20",,,,,2025-05-06 08:19:34,2025-05-06 08:19:34,
710,563,1,2954,"8.20",,,,,2025-05-06 11:24:12,2025-05-06 11:24:12,
714,566,1,2634,"7.10",,,,,2025-05-07 01:05:23,2025-05-07 01:05:23,
715,567,1,1885,"6.20",,,,,2025-05-07 01:19:59,2025-05-07 01:19:59,
716,568,1,1885,"7.70",,,,,2025-05-07 01:22:24,2025-05-07 01:22:24,
717,569,1,273,"7.20","7.00","6.50","6.50","7.00",2025-05-07 01:40:06,2025-05-07 01:40:06,
718,570,1,273,"7.00",,,,,2025-05-07 01:51:27,2025-05-07 01:51:27,
719,571,1,1997,"6.70",,,,,2025-05-07 02:13:10,2025-05-07 02:13:10,
720,572,1,1997,"6.50",,,,,2025-05-07 02:21:03,2025-05-07 02:21:03,
721,573,1,2974,"6.90","7.50","5.50","6.50","6.50",2025-05-07 02:36:48,2025-05-07 02:36:48,
722,574,1,2974,"7.80",,,,,2025-05-07 03:02:04,2025-05-07 16:39:41,
723,575,1,1887,"6.50",,,,,2025-05-07 03:40:29,2025-05-07 03:40:29,
724,576,1,2836,"4.70",,,,,2025-05-07 07:05:00,2025-05-07 07:05:00,
725,577,1,2323,"5.50",,,,,2025-05-07 07:06:46,2025-05-07 07:06:46,
726,578,1,2958,"3.00",,,,,2025-05-07 07:17:59,2025-05-07 07:17:59,
727,579,1,2958,"2.90",,,,,2025-05-07 07:18:39,2025-05-07 07:18:39,
728,580,1,2958,"2.90",,,,,2025-05-07 07:19:18,2025-05-07 07:19:18,
729,581,1,2958,"2.80",,,,,2025-05-07 07:19:43,2025-05-07 07:19:43,
730,582,1,2958,"4.00",,,,,2025-05-07 07:20:26,2025-05-07 07:20:26,
731,583,1,2323,"8.10",,,,,2025-05-07 07:24:38,2025-05-07 07:24:38,
732,584,1,2323,"4.20",,,,,2025-05-07 07:25:11,2025-05-07 07:25:11,
733,585,1,2836,"4.70",,,,,2025-05-07 07:27:25,2025-05-07 07:27:25,
734,586,1,2323,"2.80",,,,,2025-05-07 07:29:40,2025-05-07 07:29:40,
756,601,1,2977,"7.60","6.60","6.50","6.90","7.50",2025-05-07 23:42:29,2025-05-07 23:42:29,
757,602,1,2143,"7.90",,,,,2025-05-07 23:57:16,2025-05-07 23:57:16,
758,603,1,2978,"8.10","5.50","6.50","6.50","7.50",2025-05-08 00:18:10,2025-05-08 00:18:10,
759,604,1,1905,"9.00","4.50","7.00","8.00","7.50",2025-05-08 00:35:41,2025-05-08 00:35:41,
760,605,1,2659,"9.10","6.00","10.00","8.50","10.00",2025-05-08 01:01:07,2025-05-08 01:01:07,
761,606,1,829,"7.70","7.50","7.00","6.50","7.50",2025-05-08 01:26:56,2025-05-08 01:26:56,
762,607,1,995,"9.30","8.00","10.00","9.50","9.00",2025-05-08 01:38:02,2025-05-08 01:38:02,
763,608,1,1606,"8.60","7.50","6.50","7.50","8.50",2025-05-08 01:51:07,2025-05-08 01:51:07,
764,609,1,835,"7.70","6.00","7.00","7.00","6.50",2025-05-08 02:28:14,2025-05-08 02:28:14,
765,610,1,2060,"8.30","6.50","6.80","7.30","8.00",2025-05-08 03:05:18,2025-05-08 03:05:18,
766,611,1,1882,"8.20","9.00","7.00","8.00","7.50",2025-05-08 03:25:29,2025-05-08 03:25:29,
767,612,1,1693,"8.10",,,,,2025-05-08 03:48:10,2025-05-08 03:48:10,
768,613,1,837,"7.90",,,,,2025-05-08 04:11:29,2025-05-08 04:11:29,
769,614,1,568,"7.70",,,,,2025-05-08 07:39:10,2025-05-08 07:39:10,
777,622,1,1885,"5.70","4.00","5.00","5.50","6.00",2025-05-11 00:59:20,2025-05-11 00:59:20,
778,623,1,2974,"6.50","4.00","4.00","6.00","7.00",2025-05-11 01:22:49,2025-05-11 01:22:49,
779,624,1,1997,"6.70",,,,,2025-05-11 01:49:31,2025-05-11 01:49:31,
780,625,1,273,"7.20","6.50","4.50","6.00","6.00",2025-05-11 02:09:57,2025-05-11 02:09:57,
781,626,1,1292,"7.50","6.00","6.00","7.00","6.50",2025-05-13 02:48:10,2025-05-13 02:48:10,
782,627,1,2836,"4.80",,,,,2025-05-13 13:30:59,2025-05-13 13:30:59,
783,627,2,42,"5.20",,,,,2025-05-13 13:30:59,2025-05-13 13:30:59,
784,627,3,2930,"4.40",,,,,2025-05-13 13:30:59,2025-05-13 13:30:59,
786,628,1,2954,"3.30",,,,,2025-05-13 13:46:46,2025-05-13 13:46:46,
790,630,1,2616,"3.00",,,,,2025-05-14 07:48:43,2025-05-14 07:48:43,
791,630,2,1423,"5.00",,,,,2025-05-14 07:48:43,2025-05-14 07:48:43,
792,630,3,435,"7.00",,,,,2025-05-14 07:48:43,2025-05-14 07:48:43,
793,630,4,702,"9.00",,,,,2025-05-14 07:48:43,2025-05-14 07:48:43,
798,632,1,2572,"3.90",,,,,2025-05-14 08:24:16,2025-05-14 08:24:16,
799,632,2,2836,"2.90",,,,,2025-05-14 08:24:16,2025-05-14 08:24:16,
800,632,3,727,"1.50",,,,,2025-05-14 08:24:16,2025-05-14 08:24:16,
801,632,4,703,"3.10",,,,,2025-05-14 08:24:16,2025-05-14 08:24:16,
803,634,1,1608,"7.40",,,,,2025-05-14 08:29:32,2025-05-14 08:29:32,
819,644,1,192,"3.90",,,,,2025-05-14 10:40:55,2025-05-14 10:40:55,
823,645,1,2885,"3.10",,,,,2025-05-14 10:41:47,2025-05-14 10:41:47,
825,647,1,2215,"6.20",,,,,2025-05-14 12:50:52,2025-05-14 12:50:52,
826,647,2,387,"6.00","8.50","7.80","7.40",,2025-05-14 12:50:52,2025-05-14 12:50:52,
827,647,3,168,"8.10","7.50","8.40","8.40","7.60",2025-05-14 12:50:52,2025-05-14 12:50:52,
828,647,4,2954,"6.60",,,,,2025-05-14 12:50:52,2025-05-14 12:50:52,
850,656,1,2060,"8.20","4.50","5.00","5.00","8.00",2025-05-15 01:48:35,2025-05-15 01:48:35,
851,657,1,837,"8.20","3.50","8.00","7.50","7.00",2025-05-15 02:08:02,2025-05-15 02:08:02,
858,668,1,3129,"5.10","5.60","5.20","5.70","5.50",2025-05-18 20:55:15,2025-05-18 20:55:15,
859,669,1,995,"9.30","8.00","10.00","9.50","9.00",2025-05-20 07:03:43,2025-05-20 07:03:43,
870,676,1,1100,"6.00","6.00","5.00","5.00","4.30",2025-05-24 23:42:16,2025-05-24 23:42:16,
871,677,1,1100,"5.90","3.00","5.00","4.00","4.00",2025-05-24 23:43:23,2025-05-24 23:43:23,
872,678,1,3034,"8.20","7.90","6.00","6.50","6.00",2025-05-25 01:30:50,2025-05-25 01:30:50,
873,679,1,3034,"7.00",,"5.00","5.60","5.00",2025-05-25 01:36:41,2025-05-25 01:36:41,
877,683,1,837,"7.90",,,,,2025-05-28 23:34:08,2025-05-28 23:34:08,
878,684,1,3131,"7.30","8.00","6.50","6.50","6.50",2025-05-29 00:26:01,2025-05-29 00:26:01,
882,687,1,2060,"8.40","3.00","6.50","6.50","8.00",2025-05-30 21:33:52,2025-05-30 21:33:52,
883,688,1,1693,"8.30","6.00","5.50","7.00","7.00",2025-05-30 22:37:51,2025-05-30 22:37:51,
884,689,1,1642,"6.70",,,,,2025-05-30 23:26:33,2025-05-30 23:26:33,
885,690,1,2090,"8.30",,,,,2025-05-31 01:10:43,2025-05-31 01:10:43,
886,691,1,621,"7.20","6.50","5.50","6.00","7.00",2025-05-31 01:27:01,2025-05-31 01:27:01,
887,692,1,453,"7.50","6.00","6.00","6.50","5.50",2025-05-31 02:01:36,2025-05-31 02:01:36,
888,693,1,1314,"9.70","9.00","9.00","9.00","10.00",2025-05-31 02:39:28,2025-05-31 02:39:28,
889,694,1,560,"6.10","1.70","1.00","1.60","4.10",2025-05-31 03:32:03,2025-05-31 03:32:03,
890,694,2,1779,"7.00","5.00","2.80","3.60","6.10",2025-05-31 03:32:03,2025-05-31 03:32:03,
891,694,3,2294,"7.00","4.40","3.80","5.20","4.30",2025-05-31 03:32:03,2025-05-31 03:32:03,
892,695,1,3132,"7.20","6.10","6.20","7.30","5.70",2025-05-31 05:22:02,2025-05-31 05:22:02,
893,696,1,3133,"6.30","7.30","4.50","4.20","7.50",2025-05-31 18:59:28,2025-05-31 18:59:28,
894,697,1,3136,"6.50","5.20","6.90","5.90","4.20",2025-05-31 19:57:34,2025-05-31 21:05:15,
895,698,1,1642,"8.00",,,,,2025-06-02 01:25:08,2025-06-02 01:25:08,
896,699,1,2703,"7.50",,,,,2025-06-02 01:26:57,2025-06-02 01:26:57,
897,700,1,2644,"8.10",,,,,2025-06-02 01:29:45,2025-06-02 01:29:45,
898,701,1,2162,"8.00",,,,,2025-06-02 01:32:05,2025-06-02 01:32:05,
899,702,1,536,"8.00",,,,,2025-06-02 01:34:37,2025-06-02 01:34:37,
900,703,1,275,"8.10",,,,,2025-06-02 01:37:34,2025-06-02 01:37:34,
901,704,1,1315,"7.70","4.00","5.90","4.90","4.00",2025-06-02 01:42:48,2025-06-02 01:42:48,
902,705,1,766,"6.10",,,,,2025-06-02 03:13:00,2025-06-02 03:13:00,
903,706,1,1336,"6.70","3.10","1.50","2.60","2.60",2025-06-02 03:59:37,2025-06-02 03:59:37,
904,707,1,1336,"4.80",,"1.50","1.70","1.00",2025-06-02 03:59:59,2025-06-02 03:59:59,
905,708,1,766,"6.40","3.50","4.10","2.50","3.50",2025-06-02 04:07:44,2025-06-02 04:07:44,
906,709,1,919,"1.20","1.30","7.80","1.10","0.30",2025-06-02 04:13:41,2025-06-02 04:13:41,
907,710,1,844,"0.10","0.60","0.70","0.60","0.50",2025-06-02 04:21:19,2025-06-02 04:21:19,
908,711,1,2595,"9.00",,,,,2025-06-02 11:13:45,2025-06-02 11:13:45,
909,712,1,3112,"8.10","7.90","1.60","6.90","7.30",2025-06-03 00:49:00,2025-06-03 00:49:00,
910,713,1,532,"8.50",,,,,2025-06-03 00:57:16,2025-06-03 00:57:16,
911,714,1,385,"8.60","8.90","7.80","7.80","8.90",2025-06-03 01:50:10,2025-06-03 01:50:10,
912,715,1,3132,"8.20","2.50","8.00","4.00","7.60",2025-06-04 02:44:52,2025-06-04 02:44:52,
913,716,1,2634,"5.80","5.10","2.70","2.40","4.80",2025-06-04 02:56:15,2025-06-04 02:56:15,
914,717,1,3145,"7.60","3.30","3.40","7.20","5.00",2025-06-04 03:19:26,2025-06-08 23:48:31,
915,718,1,3145,"6.60","5.40","5.50","6.10","6.00",2025-06-04 03:20:25,2025-06-08 23:48:22,
924,725,1,142,"4.70",,,,,2025-06-04 13:50:13,2025-06-04 13:50:13,
929,729,1,2836,"3.20",,,,,2025-06-04 15:25:16,2025-06-04 15:25:16,
930,730,1,273,"6.60","5.50","7.00","6.50","5.50",2025-06-05 00:29:13,2025-06-05 00:29:13,
931,731,1,621,"7.50","6.00","6.50","8.00","7.00",2025-06-05 01:18:53,2025-06-05 01:18:53,
932,732,1,1589,"7.50","6.50","3.00","7.60","7.50",2025-06-06 03:27:05,2025-06-06 03:27:05,
933,733,1,2000,"7.40",,,,,2025-06-07 00:13:01,2025-06-07 00:13:01,
934,734,1,273,"8.60","5.00","5.00","7.00","6.00",2025-06-07 00:16:44,2025-06-07 00:16:44,
935,735,1,273,"6.60",,,,,2025-06-07 00:18:17,2025-06-07 00:18:17,
936,736,1,2885,"4.00","10.00","8.30","6.90","9.00",2025-06-07 00:33:09,2025-06-07 00:33:09,
937,737,1,2885,"6.60","7.50","6.50","5.00","6.50",2025-06-07 00:33:23,2025-06-07 00:33:23,
938,738,1,3034,"8.00","6.50","6.00","6.00","6.50",2025-06-07 01:11:16,2025-06-07 01:11:16,
939,739,1,1070,"5.20","6.40","7.00","8.30","6.10",2025-06-07 02:38:59,2025-06-08 23:11:18,
940,740,1,859,"5.00","3.60","4.40","2.40","5.20",2025-06-07 03:05:32,2025-06-07 03:05:32,
941,741,1,227,"5.70","4.40","5.60","6.10","5.00",2025-06-07 19:35:41,2025-06-07 19:35:41,
942,741,2,229,"6.30","6.90","5.60","6.70","6.20",2025-06-07 19:35:41,2025-06-07 19:35:41,
943,741,3,3141,"6.60","6.50","6.30","7.20","6.70",2025-06-07 19:35:41,2025-06-07 19:35:41,
944,742,1,233,"5.30","4.70","4.70","5.60","6.70",2025-06-07 20:12:49,2025-06-07 20:12:49,
945,743,1,1564,"6.00",,,,,2025-06-07 21:47:33,2025-06-07 21:47:33,
946,743,2,1562,"6.30",,,,,2025-06-07 21:47:33,2025-06-07 21:47:33,
947,743,3,1563,"6.10",,,,,2025-06-07 21:47:33,2025-06-07 21:47:33,
948,744,1,3142,"6.40","5.90","7.10","5.70","5.40",2025-06-07 22:52:15,2025-06-07 22:52:15,
949,745,1,532,"6.70","8.30","1.70","3.80","8.80",2025-06-08 00:03:50,2025-06-08 00:03:50,
950,746,1,3159,"7.50","1.00","1.50","2.50","1.50",2025-06-09 01:02:45,2025-06-09 01:02:45,
951,747,1,486,"9.00",,,,,2025-06-09 20:24:39,2025-06-09 20:24:39,
952,748,1,962,"6.90","9.00","9.60","7.30","10.00",2025-06-10 00:56:50,2025-06-10 00:56:50,
953,749,1,3161,"9.30",,,,,2025-06-11 18:17:33,2025-06-11 18:17:33,
954,750,1,2499,"7.90","6.20","2.90","5.50","6.80",2025-06-12 00:57:02,2025-06-12 00:57:02,
955,751,1,3162,"5.70","1.70","1.20","3.90","0.20",2025-06-12 02:48:48,2025-06-12 02:48:48,
956,752,1,1329,"8.10",,,,,2025-06-12 10:23:52,2025-06-12 10:23:52,
957,753,1,550,"7.90","6.60","8.40","5.90","6.50",2025-06-13 00:23:58,2025-06-13 00:23:58,
958,754,1,532,"9.40",,,,,2025-06-13 15:52:45,2025-06-13 15:52:45,
